food_id,category_l1_jp,category_l2,food_name_jp,fdc_id,food_name_en,usda_category,confidence,jp_energy_kcal,us_energy_kcal,diff_energy_kcal,jp_protein,us_protein,diff_protein,jp_fat,us_fat,diff_fat,jp_carb,us_carb,diff_carb,jp_fiber,us_fiber,diff_fiber,jp_Ca,us_Ca,diff_Ca,jp_Fe,us_Fe,diff_Fe,jp_K,us_K,diff_K,jp_Zn,us_Zn,diff_Zn,jp_vit_C,us_vit_C,diff_vit_C,jp_vit_A_RAE,us_vit_A_RAE,diff_vit_A_RAE,jp_vit_B1,us_vit_B1,diff_vit_B1,jp_vit_B2,us_vit_B2,diff_vit_B2,jp_vit_D,us_vit_D,diff_vit_D,jp_vit_B12,us_vit_B12,diff_vit_B12,jp_salt_eq,us_salt_eq,diff_salt_eq
10044,魚介類,魚類,＜魚類＞　（いわし類）　かたくちいわし　生,175116,"Fish, herring, Atlantic, raw",Finfish and Shellfish Products,high,171.0,158,-13.0,18.2,18.0,-0.2,9.7,9.04,-0.66,0.3,,,0.0,0.0,0.0,60.0,57.0,-3.0,0.9,1.1,0.2,300.0,327,27.0,1.0,0.99,-0.01,1.0,0.7,-0.3,0.0,28.0,28.0,0.03,0.092,0.062,0.16,0.233,0.073,4.0,4.2,0.2,14.0,13.7,-0.3,0.2,0.229,0.029
10074,魚介類,魚類,＜魚類＞　えそ　生,171958,"Fish, cusk, raw",Finfish and Shellfish Products,high,87.0,87.0,0.0,20.1,19.0,-1.1,0.6,0.69,0.09,0.1,,,0.0,0.0,0.0,80.0,10.0,-70.0,0.3,0.83,0.53,380.0,392,12.0,0.4,0.38,-0.02,2.0,0.0,-2.0,0.0,18.0,18.0,0.07,0.042,-0.028,0.1,0.133,0.033,1.0,,,1.7,1.04,-0.66,0.3,0.079,-0.221
10085,魚介類,魚類,＜魚類＞　（かじき類）　めかじき　生,173673,"Fish, mackerel, spanish, raw",Finfish and Shellfish Products,high,139.0,139,0.0,19.2,19.3,0.1,6.6,6.3,-0.3,0.1,,,0.0,0.0,0.0,3.0,11.0,8.0,0.5,0.44,-0.06,440.0,446,6.0,0.7,0.49,-0.21,1.0,1.6,0.6,0.0,39.0,39.0,0.06,0.13,0.07,0.09,0.17,0.08,8.8,7.3,-1.5,1.9,2.4,0.5,0.2,0.15,-0.05
10088,魚介類,魚類,＜魚類＞　（かつお類）　そうだがつお　生,175122,"Fish, mackerel, king, raw",Finfish and Shellfish Products,high,126.0,105,-21.0,25.7,20.3,-5.4,2.1,2.0,-0.1,0.3,,,0.0,0.0,0.0,23.0,31.0,8.0,2.6,1.78,-0.82,350.0,435,85.0,1.2,0.56,-0.64,,1.6,,0.0,218,218.0,0.17,0.1,-0.07,0.29,0.476,0.186,22.0,,,12.0,15.6,3.6,0.2,0.401,0.201
10099,魚介類,魚類,＜魚類＞　かます　焼き,174242,"Fish, seatrout, mixed species, cooked, dry heat",Finfish and Shellfish Products,high,134.0,133,-1.0,23.3,21.5,-1.8,4.1,4.63,0.53,0.1,,,0.0,0.0,0.0,59.0,22.0,-37.0,0.5,0.35,-0.15,360.0,437,77.0,0.6,0.58,-0.02,,0.0,,0.0,35.0,35.0,0.03,0.069,0.039,0.14,0.207,0.067,10.0,,,3.3,3.46,0.16,0.4,0.188,-0.212
10108,魚介類,魚類,＜魚類＞　かんぱち　三枚おろし　生,175154,"Fish, trout, rainbow, wild, raw",Finfish and Shellfish Products,high,119.0,119,0.0,21.0,20.5,-0.5,3.5,3.46,-0.04,0.1,,,0.0,0.0,0.0,15.0,67.0,52.0,0.6,0.7,0.1,490.0,481,-9.0,0.7,1.08,0.38,,2.4,,0.0,19.0,19.0,0.15,0.123,-0.027,0.16,0.105,-0.055,4.0,,,5.3,4.45,-0.85,0.2,0.079,-0.121
10115,魚介類,魚類,＜魚類＞　ぎんだら　生,175134,"Fish, sablefish, raw",Finfish and Shellfish Products,high,210.0,195,-15.0,13.6,13.4,-0.2,16.7,15.3,-1.4,,,,0.0,0.0,0.0,15.0,35.0,20.0,0.3,1.28,0.98,340.0,358,18.0,0.3,0.32,0.02,0.0,0.0,0.0,0.0,93.0,93.0,0.05,0.1,0.05,0.1,0.09,-0.01,3.5,,,2.8,1.5,-1.3,0.2,0.142,-0.058
10125,魚介類,魚類,＜魚類＞　このしろ　甘酢漬,175140,"Fish, sardine, Pacific, canned in tomato sauce, drained solids with bone",Finfish and Shellfish Products,medium,184.0,185,1.0,19.1,20.9,1.8,8.2,10.4,2.2,,0.54,,0.0,0.1,0.1,160.0,240,80.0,1.8,2.3,0.5,120.0,341,221.0,0.9,1.4,0.5,0.0,1.0,1.0,0.0,34.0,34.0,,0.044,,0.17,0.233,0.063,7.0,4.8,-2.2,8.1,9.0,0.9,2.3,1.052,-1.248
10128,魚介類,魚類,＜魚類＞　（さけ・ます類）　からふとます　塩ます,171985,"Fish, salmon, chinook, smoked, (lox), regular",Finfish and Shellfish Products,high,146.0,117,-29.0,20.9,18.3,-2.6,6.1,4.32,-1.78,0.6,,,0.0,0.0,0.0,27.0,11.0,-16.0,0.4,0.85,0.45,310.0,175,-135.0,0.5,0.31,-0.19,1.0,0.0,-1.0,0.0,26.0,26.0,0.21,0.023,-0.187,0.17,0.101,-0.069,20.0,,,2.1,3.26,1.16,5.8,5.08,-0.72
10143,魚介類,魚類,＜魚類＞　（さけ・ます類）　しろさけ　水煮缶詰,174224,"Fish, salmon, chum, canned, without salt, drained solids with bone",Finfish and Shellfish Products,high,156.0,141,-15.0,21.2,21.4,0.2,7.5,5.5,-2.0,0.1,,,0.0,0.0,0.0,190.0,249,59.0,0.4,0.7,0.3,290.0,300,10.0,0.8,1.0,0.2,0.0,0.0,0.0,0.0,18.0,18.0,0.15,0.02,-0.13,0.12,0.16,0.04,8.0,,,6.0,4.4,-1.6,0.6,0.191,-0.409
10147,魚介類,魚類,＜魚類＞　（さけ・ます類）　にじます　海面養殖　皮つき　焼き,171999,"Fish, salmon, chinook, cooked, dry heat",Finfish and Shellfish Products,high,238.0,231,-7.0,27.2,25.7,-1.5,13.3,13.4,0.1,0.4,,,0.0,0.0,0.0,22.0,28.0,6.0,0.3,0.91,0.61,490.0,505,15.0,0.6,0.56,-0.04,5.0,4.1,-0.9,0.0,149,149.0,0.2,0.044,-0.156,0.15,0.154,0.004,12.0,,,2.8,2.87,0.07,0.2,0.152,-0.048
10150,魚介類,魚類,＜魚類＞　（さけ・ます類）　べにざけ　焼き,172000,"Fish, salmon, chum, cooked, dry heat",Finfish and Shellfish Products,high,163.0,154,-9.0,28.5,25.8,-2.7,4.9,4.83,-0.07,0.1,,,0.0,0.0,0.0,16.0,14.0,-2.0,0.5,0.71,0.21,490.0,550,60.0,0.7,0.6,-0.1,2.0,0.0,-2.0,0.0,34.0,34.0,0.27,0.092,-0.178,0.22,0.219,-0.001,38.0,,,3.8,3.46,-0.34,0.2,0.163,-0.037
10151,魚介類,魚類,＜魚類＞　（さけ・ます類）　べにざけ　くん製,173723,"Salmon, sockeye, canned, drained solids, without skin and bones",Finfish and Shellfish Products,high,143.0,158,15.0,25.7,26.3,0.6,4.4,5.87,1.47,0.1,,,0.0,0.0,0.0,19.0,37.0,18.0,0.8,0.48,-0.32,250.0,312,62.0,0.5,0.58,0.08,0.0,0.0,0.0,0.0,56.0,56.0,0.23,0.033,-0.197,0.23,0.214,-0.016,28.0,21.5,-6.5,8.0,5.54,-2.46,3.8,0.98,-2.82
10152,魚介類,魚類,＜魚類＞　（さけ・ます類）　ますのすけ　生,173715,"Fish, salmon, coho, farmed, raw",Finfish and Shellfish Products,high,176.0,160,-16.0,19.5,21.3,1.8,9.7,7.67,-2.03,,,,0.0,0.0,0.0,18.0,12.0,-6.0,0.3,0.34,0.04,380.0,450,70.0,0.4,0.43,0.03,1.0,1.1,0.1,0.0,56.0,56.0,0.13,0.09,-0.04,0.12,0.11,-0.01,16.0,,,3.4,2.67,-0.73,0.1,0.119,0.019
10156,魚介類,魚類,＜魚類＞　（さば類）　まさば　焼き,175120,"Fish, mackerel, Atlantic, cooked, dry heat",Finfish and Shellfish Products,high,264.0,262,-2.0,25.2,23.8,-1.4,17.1,17.8,0.7,0.4,,,0.0,0.0,0.0,10.0,15.0,5.0,1.6,1.57,-0.03,370.0,401,31.0,1.4,0.94,-0.46,0.0,0.4,0.4,0.0,54.0,54.0,0.3,0.159,-0.141,0.37,0.412,0.042,4.9,,,22.0,19.0,-3.0,0.3,0.211,-0.089
10158,魚介類,魚類,＜魚類＞　（さば類）　たいせいようさば　生,175119,"Fish, mackerel, Atlantic, raw",Finfish and Shellfish Products,high,295.0,205,-90.0,17.2,18.6,1.4,23.4,13.9,-9.5,0.4,,,0.0,0.0,0.0,7.0,12.0,5.0,0.9,1.63,0.73,320.0,314,-6.0,0.9,0.63,-0.27,1.0,0.4,-0.6,0.0,50.0,50.0,0.14,0.176,0.036,0.35,0.312,-0.038,10.0,16.1,6.1,8.1,8.71,0.61,0.3,0.229,-0.071
10171,魚介類,魚類,＜魚類＞　さわら　生,173672,"Fish, mackerel, Pacific and jack, mixed species, raw",Finfish and Shellfish Products,high,161.0,158,-3.0,20.1,20.1,0.0,8.4,7.89,-0.51,0.1,,,0.0,0.0,0.0,13.0,23.0,10.0,0.8,1.16,0.36,490.0,406,-84.0,1.0,0.67,-0.33,,2.0,,0.0,19.0,19.0,0.09,0.111,0.021,0.35,0.421,0.071,7.0,9.1,2.1,5.3,4.4,-0.9,0.2,0.218,0.018
10184,魚介類,魚類,＜魚類＞　したびらめ　生,175151,"Fish, sunfish, pumpkin seed, raw",Finfish and Shellfish Products,high,89.0,89.0,0.0,19.2,19.4,0.2,1.2,0.7,-0.5,,,,0.0,0.0,0.0,36.0,80.0,44.0,0.3,1.2,0.9,310.0,350,40.0,0.5,1.55,1.05,1.0,1.0,0.0,0.0,15.0,15.0,0.06,0.08,0.02,0.14,0.07,-0.07,2.0,,,2.6,2.0,-0.6,0.4,0.203,-0.197
10188,魚介類,魚類,＜魚類＞　すずき　生,174184,"Fish, bass, fresh water, mixed species, raw",Finfish and Shellfish Products,high,113.0,114,1.0,19.8,18.9,-0.9,3.5,3.69,0.19,,,,0.0,0.0,0.0,12.0,80.0,68.0,0.2,1.49,1.29,370.0,356,-14.0,0.5,0.65,0.15,3.0,2.0,-1.0,0.0,30.0,30.0,0.02,0.075,0.055,0.2,0.074,-0.126,10.0,,,2.0,2.0,0.0,0.2,0.178,-0.022
10195,魚介類,魚類,＜魚類＞　（たい類）　まだい　養殖　皮つき　焼き,174231,"Fish, butterfish, cooked, dry heat",Finfish and Shellfish Products,high,186.0,187,1.0,22.7,22.2,-0.5,9.4,10.3,0.9,0.1,,,0.0,0.0,0.0,24.0,28.0,4.0,0.2,0.64,0.44,500.0,481,-19.0,0.5,0.99,0.49,3.0,0.0,-3.0,0.0,33.0,33.0,0.14,0.146,0.006,0.09,0.192,0.102,5.6,,,2.6,1.83,-0.77,0.1,0.29,0.19
10196,魚介類,魚類,＜魚類＞　たかさご　生,175129,"Fish, pollock, Atlantic, raw",Finfish and Shellfish Products,high,93.0,92.0,-1.0,20.2,19.4,-0.8,1.1,0.98,-0.12,0.1,,,0.0,0.0,0.0,51.0,60.0,9.0,0.5,0.46,-0.04,510.0,356,-154.0,0.7,0.47,-0.23,,0.0,,0.0,14.0,14.0,0.03,0.047,0.017,0.07,0.185,0.115,2.0,1.0,-1.0,4.4,3.19,-1.21,0.1,0.218,0.118
10198,魚介類,魚類,＜魚類＞　たちうお　生,174232,"Fish, halibut, greenland, cooked, dry heat",Finfish and Shellfish Products,high,238.0,239,1.0,16.5,18.4,1.9,17.7,17.7,0.0,,,,0.0,0.0,0.0,12.0,4.0,-8.0,0.2,0.85,0.65,290.0,344,54.0,0.5,0.51,0.01,1.0,0.0,-1.0,0.0,18.0,18.0,0.01,0.073,0.063,0.07,0.103,0.033,14.0,,,0.9,0.96,0.06,0.2,0.262,0.062
10200,魚介類,魚類,＜魚類＞　（たら類）　すけとうだら　すり身,173702,"Fish, surimi",Finfish and Shellfish Products,high,98.0,99.0,1.0,17.5,15.2,-2.3,0.1,0.9,0.8,,6.85,,0.0,0.0,0.0,7.0,9.0,2.0,0.1,0.26,0.16,130.0,112,-18.0,0.3,0.33,0.03,0.0,0.0,0.0,0.0,20.0,20.0,0.03,0.02,-0.01,0.05,0.021,-0.029,1.0,,,0.6,1.6,1.0,0.3,0.363,0.063
10206,魚介類,魚類,＜魚類＞　（たら類）　まだら　焼き,174237,"Fish, pollock, Atlantic, cooked, dry heat",Finfish and Shellfish Products,high,103.0,118,15.0,25.2,24.9,-0.3,0.2,1.26,1.06,0.2,,,0.0,0.0,0.0,48.0,77.0,29.0,0.4,0.59,0.19,480.0,456,-24.0,0.9,0.6,-0.3,,0.0,,0.0,12.0,12.0,0.09,0.054,-0.036,0.12,0.225,0.105,0.7,,,3.9,3.68,-0.22,0.4,0.279,-0.121
10209,魚介類,魚類,＜魚類＞　（たら類）　まだら　干しだら,174190,"Fish, cod, Atlantic, dried and salted",Finfish and Shellfish Products,high,299.0,290,-9.0,73.2,62.8,-10.4,0.6,2.37,1.77,0.1,,,0.0,0.0,0.0,80.0,160,80.0,0.1,2.5,2.4,1600.0,1460.0,-140.0,1.8,1.59,-0.21,0.0,3.5,3.5,0.0,42.0,42.0,0.2,0.268,0.068,0.3,0.24,-0.06,6.0,4.0,-2.0,8.6,10.0,1.4,3.8,17.856,14.056
10212,魚介類,魚類,＜魚類＞　ナイルティラピア　生,173700,"Fish, spot, raw",Finfish and Shellfish Products,high,124.0,123,-1.0,19.8,18.5,-1.3,4.6,4.9,0.3,0.2,,,0.0,0.0,0.0,29.0,14.0,-15.0,0.5,0.32,-0.18,370.0,496,126.0,0.4,0.51,0.11,1.0,0.0,-1.0,0.0,30.0,30.0,0.04,0.16,0.12,0.2,0.22,0.02,11.0,,,2.3,3.0,0.7,0.2,0.074,-0.126
10220,魚介類,魚類,＜魚類＞　にしん　開き干し,174233,"Fish, herring, Pacific, cooked, dry heat",Finfish and Shellfish Products,high,239.0,250,11.0,18.5,21.0,2.5,17.1,17.8,0.7,0.2,,,0.0,0.0,0.0,25.0,106,81.0,1.9,1.44,-0.46,350.0,542,192.0,1.0,0.68,-0.32,0.0,0.0,0.0,0.0,35.0,35.0,0.01,0.073,0.063,0.03,0.256,0.226,36.0,,,9.0,9.62,0.62,0.9,0.241,-0.659
10222,魚介類,魚類,＜魚類＞　にしん　かずのこ　生,174239,"Fish, roe, mixed species, cooked, dry heat",Finfish and Shellfish Products,high,139.0,204,65.0,25.2,28.6,3.4,3.4,8.23,4.83,0.2,1.92,1.72,0.0,0.0,0.0,50.0,28.0,-22.0,1.2,0.77,-0.43,210.0,283,73.0,2.3,1.28,-1.02,,16.4,,0.0,91.0,91.0,0.15,0.277,0.127,0.22,0.949,0.729,13.0,,,11.0,11.5,0.5,0.8,0.297,-0.503
10233,魚介類,魚類,＜魚類＞　ひらまさ　生,175163,"Fish, yellowtail, mixed species, raw",Finfish and Shellfish Products,high,128.0,146,18.0,22.6,23.1,0.5,3.6,5.24,1.64,0.1,,,0.0,0.0,0.0,12.0,23.0,11.0,0.4,0.49,0.09,450.0,420,-30.0,0.7,0.52,-0.18,3.0,2.8,-0.2,0.0,29.0,29.0,0.2,0.144,-0.056,0.14,0.04,-0.1,5.0,,,2.1,1.3,-0.8,0.1,0.099,-0.001
10244,魚介類,魚類,＜魚類＞　ほうぼう　生,175181,"Fish, trout, brook, raw, New York State",Finfish and Shellfish Products,high,110.0,110,0.0,19.6,21.2,1.6,3.0,2.73,-0.27,,,,0.0,,,42.0,25.0,-17.0,0.4,0.38,-0.02,380.0,417,37.0,0.5,0.55,0.05,3.0,,,0.0,,,0.09,0.137,0.047,0.15,0.101,-0.049,3.0,,,2.2,2.77,0.57,0.3,0.114,-0.186
10245,魚介類,魚類,＜魚類＞　ホキ　生,173725,"Fish, pollock, Alaska, raw",Finfish and Shellfish Products,high,78.0,76.0,-2.0,17.0,17.2,0.2,1.0,0.82,-0.18,,,,0.0,,,20.0,12.0,-8.0,0.3,0.27,-0.03,330.0,331,1.0,0.4,0.4,0.0,0.0,,,0.0,,,0.03,,,0.16,,,1.0,,,0.7,,,0.4,0.404,0.004
10289,魚介類,貝類,＜貝類＞　いがい　生,174216,"Mollusks, mussel, blue, raw",Finfish and Shellfish Products,high,63.0,86.0,23.0,10.3,11.9,1.6,0.8,2.24,1.44,3.1,3.69,0.59,0.0,0.0,0.0,43.0,26.0,-17.0,3.5,3.95,0.45,230.0,320,90.0,1.0,1.6,0.6,5.0,8.0,3.0,,48.0,,0.01,0.16,0.15,0.37,0.21,-0.16,0.0,0.0,0.0,10.0,12.0,2.0,1.4,0.726,-0.674
10292,魚介類,貝類,＜貝類＞　かき　養殖　生,174219,"Mollusks, oyster, Pacific, raw",Finfish and Shellfish Products,high,58.0,81.0,23.0,6.9,9.45,2.55,1.3,2.3,1.0,2.5,4.95,2.45,0.0,0.0,0.0,84.0,8.0,-76.0,2.1,5.11,3.01,190.0,168,-22.0,14.0,16.6,2.6,3.0,8.0,5.0,6.0,81.0,75.0,0.07,0.067,-0.003,0.14,0.233,0.093,0.1,,,23.0,16.0,-7.0,1.2,0.269,-0.931
10312,魚介類,貝類,＜貝類＞　ほたてがい　水煮,171976,"Mollusks, clam, mixed species, canned, drained solids",Finfish and Shellfish Products,high,89.0,142,53.0,17.6,24.2,6.6,0.8,1.59,0.79,1.9,5.9,4.0,0.0,0.0,0.0,24.0,65.0,41.0,2.8,2.68,-0.12,330.0,628,298.0,3.1,0.84,-2.26,2.0,0.0,-2.0,230.0,149,-81.0,0.04,0.024,-0.016,0.29,0.066,-0.224,0.0,0.1,0.1,18.0,18.6,0.6,0.6,0.284,-0.316
10313,魚介類,貝類,＜貝類＞　ほたてがい　貝柱　生,174220,"Mollusks, scallop, mixed species, raw",Finfish and Shellfish Products,high,82.0,69.0,-13.0,16.9,12.1,-4.8,0.1,0.49,0.39,3.5,3.18,-0.32,0.0,0.0,0.0,7.0,6.0,-1.0,0.2,0.38,0.18,380.0,205,-175.0,1.5,0.91,-0.59,2.0,0.0,-2.0,0.0,1.0,1.0,0.01,0.007,-0.003,0.06,0.015,-0.045,0.0,0.0,0.0,1.7,1.41,-0.29,0.3,0.996,0.696
10323,魚介類,えび・かに類,＜えび・かに類＞　（えび類）　くるまえび　養殖　焼き,175180,"Crustaceans, shrimp, cooked",Finfish and Shellfish Products,high,97.0,99.0,2.0,23.5,24.0,0.5,0.2,0.28,0.08,,0.2,,0.0,,,55.0,70.0,15.0,1.4,0.51,-0.89,400.0,259,-141.0,1.6,1.64,0.04,1.0,,,53.0,,,0.11,,,0.05,,,0.0,,,2.3,,,0.5,0.282,-0.218
10334,魚介類,えび・かに類,＜えび・かに類＞　（かに類）　毛がに　ゆで,174205,"Crustaceans, crab, blue, cooked, moist heat",Finfish and Shellfish Products,high,78.0,83.0,5.0,18.4,17.9,-0.5,0.3,0.74,0.44,0.2,,,0.0,0.0,0.0,66.0,91.0,25.0,0.6,0.5,-0.1,280.0,259,-21.0,3.8,3.81,0.01,,3.3,,0.0,1.0,1.0,0.07,0.023,-0.047,0.23,0.093,-0.137,0.0,0.0,0.0,2.5,3.33,0.83,0.6,1.003,0.403
10340,魚介類,えび・かに類,＜えび・かに類＞　（かに類）　たらばがに　水煮缶詰,175164,"Crustaceans, crab, alaska king, raw",Finfish and Shellfish Products,high,85.0,84.0,-1.0,20.6,18.3,-2.3,0.1,0.6,0.5,0.1,,,0.0,0.0,0.0,52.0,46.0,-6.0,0.2,0.59,0.39,90.0,204,114.0,6.3,5.95,-0.35,0.0,7.0,7.0,0.0,7.0,7.0,0.02,0.043,0.023,0.1,0.043,-0.057,0.0,,,6.1,9.0,2.9,1.5,2.123,0.623
10376,魚介類,水産練り製品,＜水産練り製品＞　かに風味かまぼこ,171973,"Crustaceans, shrimp, mixed species, imitation, made from surimi",Finfish and Shellfish Products,high,89.0,101,12.0,12.1,12.4,0.3,0.4,1.47,1.07,,9.13,,0.0,0.0,0.0,120.0,19.0,-101.0,0.2,0.6,0.4,76.0,89.0,13.0,0.2,0.33,0.13,1.0,0.0,-1.0,0.0,20.0,20.0,0.01,0.024,0.014,0.04,0.034,-0.006,1.0,,,0.7,1.6,0.9,2.2,1.791,-0.409
10400,魚介類,魚類,＜魚類＞　きす　天ぷら,175143,"Fish, shark, mixed species, cooked, batter-dipped and fried",Finfish and Shellfish Products,high,234.0,228,-6.0,18.4,18.6,0.2,14.0,13.8,-0.2,8.4,6.39,-2.01,0.7,0.0,-0.7,90.0,50.0,-40.0,0.2,1.11,0.91,330.0,155,-175.0,0.5,0.48,-0.02,1.0,0.0,-1.0,14.0,54.0,40.0,0.09,0.072,-0.018,0.06,0.097,0.037,0.6,,,2.0,1.21,-0.79,0.3,0.31,0.01
10401,魚介類,魚類,＜魚類＞　ぎんだら　水煮,174240,"Fish, sablefish, cooked, dry heat",Finfish and Shellfish Products,high,253.0,250,-3.0,14.9,17.2,2.3,21.6,19.6,-2.0,0.0,,,0.0,0.0,0.0,15.0,45.0,30.0,0.3,1.64,1.34,280.0,459,179.0,0.3,0.41,0.11,0.0,0.0,0.0,0.0,102,102.0,0.04,0.122,0.082,0.08,0.115,0.035,4.2,,,2.6,1.44,-1.16,0.2,0.183,-0.017
10405,魚介類,魚類,＜魚類＞　（さば類）　ごまさば　水煮,174236,"Fish, mackerel, king, cooked, dry heat",Finfish and Shellfish Products,high,139.0,134,-5.0,24.8,26.0,1.2,3.8,2.56,-1.24,0.2,,,0.0,0.0,0.0,13.0,40.0,27.0,1.8,2.28,0.48,350.0,558,208.0,1.2,0.72,-0.48,0.0,1.6,1.6,0.0,252,252.0,0.15,0.115,-0.035,0.28,0.58,0.3,4.9,,,14.0,18.0,4.0,0.1,0.516,0.416
10409,魚介類,魚類,＜魚類＞　（たら類）　すけとうだら　フライ,171957,"Fish, croaker, Atlantic, cooked, breaded and fried",Finfish and Shellfish Products,high,195.0,221,26.0,19.2,18.2,-1.0,11.3,12.7,1.4,7.2,7.54,0.34,,0.4,,34.0,32.0,-2.0,0.4,0.86,0.46,340.0,340,0.0,0.7,0.52,-0.18,,0.0,,1.0,23.0,22.0,0.05,0.09,0.04,0.13,0.13,0.0,0.4,,,2.5,2.1,-0.4,0.4,0.884,0.484
10414,魚介類,貝類,＜貝類＞　ほたてがい　貝柱　焼き,167742,"Mollusks, scallop, (bay and sea), cooked, steamed",Finfish and Shellfish Products,high,123.0,111,-12.0,23.8,20.5,-3.3,0.1,0.84,0.74,4.6,5.41,0.81,0.0,0.0,0.0,13.0,10.0,-3.0,0.3,0.58,0.28,480.0,314,-166.0,2.2,1.55,-0.65,1.0,0.0,-1.0,0.0,2.0,2.0,0.01,0.012,0.002,0.08,0.024,-0.056,0.0,0.0,0.0,2.1,2.15,0.05,0.4,1.694,1.294
10425,魚介類,魚類,＜魚類＞　（まぐろ類） めばち　赤身　生,175156,"Fish, tuna, fresh, skipjack, raw",Finfish and Shellfish Products,high,115.0,103,-12.0,25.4,22.0,-3.4,1.7,1.01,-0.69,0.3,,,0.0,0.0,0.0,3.0,29.0,26.0,0.9,1.25,0.35,440.0,407,-33.0,0.4,0.82,0.42,1.0,1.0,0.0,0.0,16.0,16.0,0.09,0.033,-0.057,0.05,0.1,0.05,3.6,,,1.4,1.9,0.5,0.1,0.094,-0.006
10427,魚介類,貝類,＜貝類＞　あわび　くろあわび　生,174212,"Mollusks, abalone, mixed species, raw",Finfish and Shellfish Products,high,76.0,105,29.0,14.3,17.1,2.8,0.3,0.76,0.46,3.7,6.01,2.31,0.0,0.0,0.0,25.0,31.0,6.0,2.2,3.19,0.99,160.0,250,90.0,,0.82,,1.0,2.0,1.0,17.0,2.0,-15.0,0.15,0.19,0.04,0.09,0.1,0.01,0.0,0.0,0.0,0.4,0.73,0.33,1.1,0.765,-0.335
10452,魚介類,魚類,＜魚類＞　（まぐろ類）　くろまぐろ　養殖　赤身　蒸し,171987,"Fish, tuna, white, canned in oil, without salt, drained solids",Finfish and Shellfish Products,high,187.0,186,-1.0,28.0,26.5,-1.5,8.1,8.08,-0.02,0.2,,,0.0,0.0,0.0,3.0,4.0,1.0,0.9,0.65,-0.25,410.0,333,-77.0,0.6,0.47,-0.13,2.0,0.0,-2.0,,,,0.17,0.017,-0.153,0.04,0.079,0.039,4.3,,,3.4,2.2,-1.2,0.1,0.127,0.027
11003,肉類,畜肉類,＜畜肉類＞　うさぎ　肉　赤肉　生,172521,"Game meat, rabbit, domesticated, composite of cuts, raw","Lamb, Veal, and Game Products",high,131.0,136,5.0,20.5,20.0,-0.5,4.7,5.55,0.85,,,,0.0,0.0,0.0,5.0,13.0,8.0,1.3,1.57,0.27,400.0,330,-70.0,1.0,1.57,0.57,1.0,0.0,-1.0,,0.0,,0.1,0.1,0.0,0.19,0.15,-0.04,0.0,,,5.6,7.16,1.56,0.1,0.104,0.004
11004,肉類,畜肉類,＜畜肉類＞　うし　［和牛肉］　かた　脂身つき　生,172152,"Beef, rib eye steak/roast, bone-in, lip-on, separable lean and fat, trimmed to 1/8"" fat, choice, raw",Beef Products,high,258.0,260,2.0,17.7,17.9,0.2,20.6,21.0,0.4,0.3,,,0.0,0.0,0.0,4.0,10.0,6.0,0.9,1.73,0.83,280.0,231,-49.0,4.9,4.04,-0.86,1.0,0.0,-1.0,,5.0,,0.08,0.084,0.004,0.21,0.244,0.034,0.0,0.2,0.2,1.5,1.74,0.24,0.1,0.145,0.045
11011,肉類,畜肉類,＜畜肉類＞　うし　［和牛肉］　リブロース　脂身つき　生,171728,"Beef, Australian, imported, grass-fed,  external fat, raw",Beef Products,high,514.0,509,-5.0,9.7,11.3,1.6,53.4,51.4,-2.0,0.1,0.39,0.29,0.0,0.0,0.0,2.0,6.0,4.0,1.2,0.95,-0.25,150.0,,,2.6,,,1.0,0.0,-1.0,3.0,36.0,33.0,0.04,,,0.09,,,0.0,,,1.1,,,0.1,0.091,-0.009
11013,肉類,畜肉類,＜畜肉類＞　うし　［和牛肉］　リブロース　赤肉　生,173979,"Beef, Australian, imported, Wagyu, loin, top loin steak/roast, separable lean and fat, Aust. marble score 9, raw",Beef Products,high,395.0,392,-3.0,14.0,14.6,0.6,38.5,37.0,-1.5,0.2,0.14,-0.06,0.0,0.0,0.0,3.0,4.0,1.0,1.7,1.54,-0.16,210.0,,,3.9,,,1.0,0.0,-1.0,2.0,4.0,2.0,0.05,,,0.13,,,0.0,,,1.5,,,0.1,0.155,0.055
11014,肉類,畜肉類,＜畜肉類＞　うし　［和牛肉］　リブロース　脂身　生,168605,"Beef, retail cuts, separable fat, raw",Beef Products,high,674.0,674,0.0,4.2,8.21,4.01,72.9,70.9,-2.0,0.0,,,0.0,0.0,0.0,2.0,26.0,24.0,0.6,0.72,0.12,69.0,96.0,27.0,0.9,0.82,-0.08,,0.0,,4.0,0.0,-4.0,0.02,0.03,0.01,0.03,0.037,0.007,0.0,0.3,0.3,0.7,0.73,0.03,0.1,0.066,-0.034
11019,肉類,畜肉類,＜畜肉類＞　うし　［和牛肉］　もも　脂身つき　生,173973,"Beef, Australian, imported, Wagyu, loin, tenderloin steak/roast, boneless, separable lean only, Aust. marble score 9, raw",Beef Products,high,235.0,237,2.0,19.2,18.9,-0.3,16.8,17.7,0.9,0.5,0.57,0.07,0.0,0.0,0.0,4.0,4.0,0.0,2.5,2.41,-0.09,320.0,,,4.0,,,1.0,0.0,-1.0,0.0,0.0,0.0,0.09,,,0.2,,,0.0,,,1.2,,,0.1,0.157,0.057
